Index,RStation,Country,SMS
1674,Breeze,Zambia,"""FEAR MALARIA REASONS: MOSQUITOS ARE SERIAL KILLERS BEING THE CARIERS OF MALARIA & ARE MOBILE, CAN ATACK YOU UN AWARE, KILLING INOCENT PEOPLE ""S, FAITHFUL PARTNERS, SISTERS & PASTORS. SHADRACH BANDA, GASHI COMPOUND, CHIPATA.   ""LIKE: INFANT   ""           "
1675,Breeze,Zambia,"""FEAR MALARIA_NDAWA AMAPHA PAKANTHAWI PAKAGONO _AMASOKONEDZA BONGOBONGO MBEWE A APOLLO DAM 2
  ""                                                                                                                                                               "
1676,Breeze,Zambia,"""Fear  malaria  because u ken dai fo shot time  mr  l  sakaka  from  mpongwe
  ""                                                                                                                                                                               "
1677,Breeze,Zambia,"""FEAR : MALELIA, CHIFUKWA YAKUPH  MWAMUSANGAÂ¬< MR MWALE  RÂ¬> PETAUKE 
  ""                                                                                                                                                                                    "
1678,Breeze,Zambia,"""FEAR MARELIYA AMAPHA MWAMUSANGA  NDINE PAUL MUCHENGA
  ""                                                                                                                                                                                                      "
1679,Breeze,Zambia,"""fear maleria can kill fast Dick chiluzi sex male
  ""                                                                                                                                                                                                          "
1680,Breeze,Zambia,"""Fear Malaria coz u cant abstain Joe Mabuululu jabu
  ""                                                                                                                                                                                                        "
1681,Breeze,Zambia,"""FEAR MALARIA BECOZ A PERSON INFFECTED WITH AIDS CAN LEAV LONGER BUT MALARIA KILLS IN FEW DAYS AND IT ALSO KILLS EVEN THOSE WITH AIDS.MASEKO BENARD MALE IN CHIPATA    ""  ""                                                                                    "
1682,Breeze,Zambia,"""Fear malaria because malaria is a desease which kills with in a shot time of period  than aids Loveness phiri kafulafula v/ge katete.
  ""                                                                                                                     "
1683,Breeze,Zambia,"""FEAR  MALARIA MNTHU AMAFA MSANGA AIDS KULI ARV NDINE ROBERT CHIMDIDI CHIEF CHANJE
  ""                                                                                                                                                                         "
1684,Breeze,Zambia,"""FEAR  MARARIA BECAUSE IT KILL FASTER. I AM GODFREY BANDA FROM KATETE LUANGWA SECTION.
  ""                                                                                                                                                                     "
1685,Breeze,Zambia,"""FEAR  MARALIA  CHIFUKWA UKACHEDWA KUPITA KU CHIPATALA YA KUPHA MUNTHU MSANGA. PETER MVULA.  UKWIMI 
  ""                                                                                                                                                       "
1686,Breeze,Zambia,"""Feair maleria  chifwa ngati mwacdwa kupita kuchipatala munthu amafa ndine john ingwe  feni mpezeni, maulawo
  ""                                                                                                                                               "
1687,Breeze,Zambia,"""FEAR Maralia B Coz it killz faster than u espected. UNCLE LOLO Navibe Farm.
  ""                                                                                                                                                                               "
1688,Breeze,Zambia,"""Fear malaria bcoz it kills fast:brenda nyimsa
  ""                                                                                                                                                                                                             "
1689,Breeze,Zambia,"""Fear    Maleria   Amagwila  Aliyense   Ana  Ndi  Akulu   Ndine Moses  Daka  Mwandafisi
  ""                                                                                                                                                                    "
1690,Breeze,Zambia,"""FEAR MALARIA_IT KILL FASTER._SOMETIME IT CAN BREAK BRAIN MBEWE A(M) FROM APOLLO DAM 2 .
  ""                                                                                                                                                                   "
1691,Breeze,Zambia,"""Fear    malaria cifukwa malaria anthu akufa kwambiri mudziko ndi malaria,kupambana,aids  cifukwa munthu wa aids akama tenga mankhwala,amakhala nthawi yai ""tari kwambiri-mbiri. Ndine STEPHEN MWANA WA ALIMON PHIRI KU KAPARA,NYELELE             ""   ""       "
1692,Breeze,Zambia,"""FER MARALIA MUNTHU,UMAFAMW MSANGA,NGATISIUNAPITEMWAMSANGAKUCHIPATALA. NDINE SOKOLOKU NGOMA KU DK. 
  ""                                                                                                                                                        "
1693,Breeze,Zambia,"""Fear malaria coz aids pali njra zambri zmwe tingzittezere kma malaria njira zozittezera mpovuta kuzzindkira.Mr Greshus c phri,cnda dstrict
  ""                                                                                                                "
1694,Breeze,Zambia,"""FEAR   MALERIA   G                                                                                                                                                                                                                                            "
1695,Breeze,Zambia,"""Fear  malaria  because u ken dai fo shot time  mr   lemzmpongwe                                                                                                                                                                                               "
1696,Mudzi Wathu,Malawi,"Ndine sand kwa Thomani, MALUNGO amapha ana mwa msanga.                                                                                                                                                                                                         "
1697,Mudzi Wathu,Malawi,"Malungo, amapha munthu mofulumira pamene edzi utha kukhala zaka zambiri uli nd moyo. christina st gabriel, namitete.                                                                                                                                           "
1698,Mudzi Wathu,Malawi,Malungo  chifukwa anthu afa mwachangu kusiyana ndiedzi  malungo umabwala nthawi yochepa kusiyana ndiedz ine ganizani chisati kuno kwamawonga kulilongwe.                                                                                                       
1699,Mudzi Wathu,Malawi,"MALUNGO, CIFUKWA PALI MALUNGO OTHAMANGIRA KU UBONGO, INE LINES KUCHOKERA MCHINJI, ROBERT 2                                                                                                                                                                     "
1700,Mudzi Wathu,Malawi,"malungo,chifukwa mankhwala,alipo.ine betiasi.                                                                                                                                                                                                                  "
1701,Mudzi Wathu,Malawi,MALUNGO  NDI WOOPSA  CHIFUKWA  MUNTHU  AMAFA  MSANGA  PAKUTI  MUNTHU AMAFA  MSANGA  PAMENE  EDZI  IMATENGA ZAKA  ZAMBILI  NDINE  .NDEREYA  NAMONI .KUNO  KWA  TONGOZALA                                                                                        
1702,Mudzi Wathu,Malawi,"MALUNGO NDI OWOPSYA,ALIBE MA ARV.INE KAFODYAH                                                                                                                                                                                                                  "
1703,Mudzi Wathu,Malawi,"iiii...malungo akuopsa, akutha anthu ngakhale ali ndi mankhwala.ine mrs eliya -guileme                                                                                                                                                                         "
1704,Mudzi Wathu,Malawi,malungo:chifukwa malungo amatha kupha munthu mkanthawi kochepa pomwe edzi ukhoza kukhalanayo mpaka 16ryz ngati utsata malangizo ake moyenela<chikayi kwa nkhumba                                                                                               
1705,Mudzi Wathu,Malawi,"Malungo  ndioopsya,chifukwa edziumadya nkhuku.ine betiasi.                                                                                                                                                                                                     "
1706,Mudzi Wathu,Malawi,MALUNGO CHIFUKWA AMAPHA SANGA KUSIYA NDI EDZI INE CHE ISSA KUNO KUM'BWABWA                                                                                                                                                                                     
1707,Mudzi Wathu,Malawi,MALUNGO NDIOPSA AKUTHA ANTHU AFUNIKA CHIPADELA .INE PHIRI CUSTOM OLD BORDER                                                                                                                                                                                    
1708,Mudzi Wathu,Malawi,Malungo chifukwa munthu amatha kufa masiku awiri pamene edzi umatha zakazaka.brenda chibwana ku kasungu.                                                                                                                                                       
1709,Mudzi Wathu,Malawi,koma malungo chifukwa edzi ndi matenda otengela mwadala ndine shad kwasan                                                                                                                                                                                      
1710,Nam Lolwe,Kenya,"Fear Malaria. En adier ni malaria en tuo malandre piyo ahinya.Onyalo neko piyo ahinya kaok othiedhe, bende ne mine mayach,onyalo golo ich ,to nyithindo ma hik gi tin ne abich onyalo nego kadiemo wang'.AN WALTER OBONYO-JAKODADA.                            "
1711,Nam Lolwe,Kenya,"Fia malari,onyalo neko dakika machuok,kendo olandore pio.ma an Ponge kan Nyahera Dago Thim.                                                                                                                                                                    "
1712,Nam Lolwe,Kenya,"Hi,mimi naogopa malaria kwa sababu,malaria ni hatari sana.Kakajey wa Ekwanda.                                                                                                                                                                                  "
1713,Buddu,Uganda,faer musujja                                                                                                                                                                                                                                                   
1714,Buddu,Uganda,FEAR malaria kills in a short time                                                                                                                                                                                                                             
1715,Buddu,Uganda,FEAR MALARIA IF YOU FALL SICK REGULARLY IT TAKES ALOT OF MONEY TO TREAT                                                                                                                                                                                        
1716,Buddu,Uganda,FEAR MALARIA                                                                                                                                                                                                                                                   
1717,Buddu,Uganda,FEAR MARALIA omusujja gujja mu embuto mu bakyala                                                                                                                                                                                                               
1718,Nam Lolwe,Kenya,"Fear malaria.okawo pesa madodhi e chenro machielo mondo othiedhe,omona tiyo tijena mapile.                                                                                                                                                                     "
1719,Nam Lolwe,Kenya,"Fear malaria, onyoso del kabisa                                                                                                                                                                                                                                "
1720,Nam Lolwe,Kenya,Fear malaria as its becoming adeadly disease day by day                                                                                                                                                                                                        
1721,Nam Lolwe,Kenya,Hi! 2 all. I fear malaria most coz its fast killer than AIDS Regard 2 all lolwe listeners. Am ERICK LUYA                                                                                                                                                       
1722,Nam Lolwe,Kenya,"FEAR malaria coz malaria ramo del bende baro wich manyakelo tho samatin to ukimwi tok ram del tobende nyabudho kodi eka samoro negi,mosna uru ogeda farmer,asali jaraha,ruth anyango,de dem odemba kod odipo benjamin,ote:miya uru passport wayuego,an omondi s"
1723,Nam Lolwe,Kenya,I FEAR MALARIA TODAY BUT YESTERDAY I DID FEAR AIDS RV.JACK OGAA WUOD NYORE FWANA NE DHEKS OCHILO OMOLO MBOYA KOD CHIEF ALIECH WILSON MAR S.ASEMBO. AWISE LEADER.                                                                                               
1724,Nam Lolwe,Kenya,"fiya  tuo  mar  malaria  en  tuo  ma nyalo  kadho  gi  ng'ato  mana  dakika  matin to  mosna  jogi  okelo  lasi,jairo,jj,ojoru  to wiya  ok  will  gi  pin  number    pamela  achieng,milicent  achieng  kod  cella  awouro  ote  kida  martich  emakelo  chiem"
1725,Nam Lolwe,Kenya,"LOLWE. FEAR malaria nikech oneko mapiyo.  an maurice kani chemelil. mosna paulin dadi, kod kamam. ketnaa osogo wan ji ariyo.                                                                                                                                   "
1726,Nam Lolwe,Kenya,Fear Maleria: onyalo Goi Sano To Bang Ndalo Adek To Iseruenyo Jopiny Kondo Odhi Gi Life Mang Ji mapiyo To Ayaki To Inyalo Mwuonyo Ne Yien Kondo Life Ni Nyalo dhi mbele an dedem odemba jakoyugi mos na jokinda te.                                            
1727,Nam Lolwe,Kenya,Fear Maleria: onyalo Goi Sano To Bang Ndalo Adek To Iseruenyo Jopiny Kondo Odhi Gi Life Mang Ji mapiyo To Ayaki To Inyalo Mwuonyo Ne Yien Kondo Life Ni Nyalo dhi mbele an dedem odemba jakoyugi mos na jokinda te.                                            
1728,Nam Lolwe,Kenya,"FEAR MALARIA IT KILLS FAST.GOTEA ONYONA WUOD AWELO MAR BIG ISSUE,NYA YAGI,MIN DON,MARIA KOD ELIAS MAG UYOMA KADUNDO.AN ALEX KAYOO FROM UYOMA KADUNDO.                                                                                                          "
1729,Nam Lolwe,Kenya,FEAR MALARIA.REASONS MALARIA EN TUO MAGOYO JI BANG SAMA TIN TISERUMO KENDO  EN COSTLY KWA PIMO GI AYAKI MA IKONYOWA GI NGOS .AN ARIANDA MOSES.                                                                                                                 
1730,Nam Lolwe,Kenya,"Fier  malaria,an  alogo  kani  uyoma  masala  malaria  nyalo  negi  sano  to  aids  to  nyalo  budho  kodi  kimwonyo  andila,mosmaga  dhine  osiepena  kaka  dick  kani  kokara center,george  ogutu,magret nbange,mogik  dhine  babwa  james  olambo  kani  bo"
1731,Nam Lolwe,Kenya,"Fear:malaria,ka malaria ogoya to ok anyal tiyo tijenga kaka dhiye epuodho,kohala e.t.c. H.I.V,akaw yath kaka daktari oyisa to tijega dhi mbele.                                                                                                                "
1732,Nam Lolwe,Kenya,"fear malaria ,aluore nikech oneko piyo,piyo .an cllr agogo piny ilaro kinda gi tich odhine chwade some thing.                                                                                                                                                  "
1733,Nkhotakota,Malawi,FEAR MALERIA.CHIFUKWA AMAPHA MWACHANGU KUSIYANA NDI HIV .D.CHIBWANA KK                                                                                                                                                                                         
1734,Nkhotakota,Malawi,MARERIYA                                                                                                                                                                                                                                                       
1735,Nkhotakota,Malawi,MARERIYA                                                                                                                                                                                                                                                       
1736,Nkhotakota,Malawi,Fear Malaria                                                                                                                                                                                                                                                   
1737,Nkhotakota,Malawi,Fear ofmaleria ine amoni at nthondo.                                                                                                                                                                                                                           
1738,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1739,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1740,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1741,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1742,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1743,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1744,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1745,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1746,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1747,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1748,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1749,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1750,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1751,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1752,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1753,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1754,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1755,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1756,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1757,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1758,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1759,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1760,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1761,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1762,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1763,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1764,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1765,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1766,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1767,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1768,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1769,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1770,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1771,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1772,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1773,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1774,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1775,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1776,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1777,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1778,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1779,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1780,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1781,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1782,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1783,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1784,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1785,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1786,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1787,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1788,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1789,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1790,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1791,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1792,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1793,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1794,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1795,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1796,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1797,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1798,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1799,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1800,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1801,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1802,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1803,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1804,Gbafth,Sierra Leone,FEAR MALARIA                                                                                                                                                                                                                                                   
1805,Nkhotakota,Malawi,FEAR  MALARIA                                                                                                                                                                                                                                                  
1806,Nkhotakota,Malawi,FEAR  MALARIA; because malaria its too dangerous aperson can easy  die at the same spot if a person not receive afast treatment.                                                                                                                               
1807,Nkhotakota,Malawi,FEAR  MARERIA NDINE PHIRIP CHIMA KASUNGU                                                                                                                                                                                                                       
1808,Nkhotakota,Malawi,FEAR MALARIA BECAUSE IT KILLS WITHIN A SHORT PERIOD WHILE AIDS KILLS AFTER SOME YEARS.                                                                                                                                                                         
1809,Nkhotakota,Malawi,"Fear Malaria,because it destroys body immune system very quickly.                                                                                                                                                                                              "
1810,Nkhotakota,Malawi,"NO - FEAR   MARIA.          ANTHU  AMBIRI  KUCHIPATALA  ANGAKHALENSO  KUMUDZI  AKUMAMFA, NDI  MALUNGO.  OLEMBA  CHIEF  TEPA TEPA.                                                                                                                              "
1811,Nkhotakota,Malawi,"""Fear malaria"" by Ahmad Tambala                                                                                                                                                                                                                                "
1812,Nkhotakota,Malawi,Fear   malaria                                                                                                                                                                                                                                                 
1813,Nkhotakota,Malawi,FEAR  MALARIA INE MRS  R SAFIANA                                                                                                                                                                                                                               
1814,Nkhotakota,Malawi,Fear  maleria                                                                                                                                                                                                                                                  
1815,Nkhotakota,Malawi,FEAR  MALERIA                                                                                                                                                                                                                                                  
1816,Nkhotakota,Malawi,FEAR  MALERIA.                                                                                                                                                                                                                                                 
1817,Nkhotakota,Malawi,FEAR MALARIA                                                                                                                                                                                                                                                   
1818,Nkhotakota,Malawi,Fear Malaria.                                                                                                                                                                                                                                                  
1819,Nkhotakota,Malawi,"Fear MALARIA. Malaria kills faster than AIDS, & it spreads easily moreover, malaria is part of AIDS, an AIDS patient wil die fast due 2 malaria. (Getrud)                                                                                                      "
1820,Nkhotakota,Malawi,Fear malaria.Staniel Dasitani-NTCHISI                                                                                                                                                                                                                          
1821,Nkhotakota,Malawi,FEAR MALERIA                                                                                                                                                                                                                                                   
1822,Nkhotakota,Malawi,FEAR MARARIA FROM ME PATRICK CHONDE                                                                                                                                                                                                                            
1823,Nkhotakota,Malawi,FIAR MALALEI                                                                                                                                                                                                                                                   
1824,Nkhotakota,Malawi,FIYA  MALALIYA                                                                                                                                                                                                                                                 
1825,Nkhotakota,Malawi,Fiya  mararia. ine Allan kalambule.                                                                                                                                                                                                                            
1826,Nkhotakota,Malawi,fiya  marungo ndioopsa                                                                                                                                                                                                                                         
1827,Nkhotakota,Malawi,fiya malungo                                                                                                                                                                                                                                                   
1828,Nkhotakota,Malawi,fiya malungo                                                                                                                                                                                                                                                   
1829,Nkhotakota,Malawi,fiya malungo arice fatsani                                                                                                                                                                                                                                     
1830,Nkhotakota,Malawi,S  M  S   FI A  marungu   OR               MALELIYA                                                                                                                                                                                                            
1831,Nkhotakota,Malawi,Sms.fear.malaria                                                                                                                                                                                                                                               
1832,Nkhotakota,Malawi,vira maleriya                                                                                                                                                                                                                                                  
1833,Gorongosa,Mozambique,O sr CAITANO TOMAS RECEIO MALARIA PRQ A MALARIA MATA.                                                                                                                                                                                                          
1834,Gorongosa,Mozambique,"Chacanza Tomas, de Mapombue. Receio malaria, por seifar mais vidas humanas  em relacao a Sida.                                                                                                                                                                 "
1835,Gorongosa,Mozambique,LEISEIO MARARIA PUQUI MATA MUITO RAPIdameite sou eu massada aqui e chintuga                                                                                                                                                                                    
1836,Gorongosa,Mozambique,AMINHA VIDA ESTOU CODADO COM MARARIA SOU TIAGO FERNANDO                                                                                                                                                                                                        
1837,Gorongosa,Mozambique,Receio malaria                                                                                                                                                                                                                                                 
1838,Gorongosa,Mozambique,Receio Malaria pork 60%das mortes no pais_lucas nhambondo.                                                                                                                                                                                                     
1839,Gorongosa,Mozambique,"""Janita bairo tsausicana . Malaria                                                                                                                                                                                                                             "
1840,Gorongosa,Mozambique,"Chacanza de Mapombue. Receio malaria, por seifar mais vidas humanas  em relacao a Sida.                                                                                                                                                                        "
1841,Gorongosa,Mozambique,RESSEIO MALARIA PURQUE mata rapidamente                                                                                                                                                                                                                        
1842,Gorongosa,Mozambique,"""Receio d malaria, porq ela tend cura ainda mata milhares d inocentes tais como menorer.ñ o sida q ñs os consientemente procurams.TARKINHO."""" Gorongosa""""                                                                                                      "
1843,Gorongosa,Mozambique,"""MALARIA                                                                                                                                                                                                                                                       "
1844,Gorongosa,Mozambique,RECEIO MALÁRIA. PORQUE MATA RÃPIDAMENTE. SANTOS ATANASIO.                                                                                                                                                                                                      
1845,Gorongosa,Mozambique,"RECEIO MALARIA,POR QUE QUANDO TARDADO O SEU TRATAMENTO,ELA MATA LOGO. = BETINHO = NHAMBONDO.                                                                                                                                                                   "
1846,Gorongosa,Mozambique,Receio malária.porque tem cura.(METUCHIRA-NHAMATANDA)                                                                                                                                                                                                          
1847,Gorongosa,Mozambique,"Receio malaria,porque os parasitas nunca terminam pela femea mosquito anophele cada ves mas produem.                                                                                                                                                           "
1848,Gorongosa,Mozambique,receio malaria porque pode ti matar em menos d 24 hora.d zinho jose apartir d mercado 25 d setebro.                                                                                                                                                            
1849,Gorongosa,Mozambique,"De Mapombue. Receio malaria, porque causa mais vitimas mortais em relacao a Sida.                                                                                                                                                                              "
1850,Gorongosa,Mozambique,Receio malária porqe ela pode matar em 24horas.                                                                                                                                                                                                                
1851,Gorongosa,Mozambique,RECEIO MALARIA PRQUI MATA MAIS RAPIDO  Sr CABIDO JAIME AMADE APARTIR D TSUASSICANA                                                                                                                                                                             
1852,Gorongosa,Mozambique,"raceio malaria, pork tem cura. em mapombue                                                                                                                                                                                                                     "
1853,Gorongosa,Mozambique,Receio malaria pork esta doenca vem por vario modo e vario tipo e mata mais ate agora.pedro zeca dique vizinho da radio                                                                                                                                        
1854,Gorongosa,Mozambique,RECEIO MALARIA PORQUE E UMA DOENCA  CAUSADA PELA PICADA DE MOSQUITO  E MANTA DIREPENTE JONA MATEUS                                                                                                                                                             
1855,Gorongosa,Mozambique,RECEO MALARIA.PORQUI MATA NA URA MAIS TE CURA? ANTONIO PAULO NHAFURI NO MAPOMBUE !                                                                                                                                                                             
1856,Gorongosa,Mozambique,adoenca q mata muito e malaria. vasco                                                                                                                                                                                                                          
1857,Gorongosa,Mozambique,ak adelino de maxixe tenho resseio malaria pork mata rapido.                                                                                                                                                                                                   
1858,Gorongosa,Mozambique,aq sara resseio malaria porqui mata rapidamente.                                                                                                                                                                                                               
1859,Gorongosa,Mozambique,BEbé tofito RECEIO MARALIA PORQUE MATA NA HORA                                                                                                                                                                                                                 
1860,Gorongosa,Mozambique,BOA TARD LOCUTOR DOMINGOS AKI E O JOVEM CANDIDO RAFAEL SOU RESIDENT DO BAIRO DE TSUASICANA A MINHA RESPOSTA E RECEIO MALARIA PORK MATA 24 EM 24 HORAS POR DIA                                                                                                  
1861,Gorongosa,Mozambique,Chacanza Tomas de Mapombue. Receio malaria por seifar mais vidas humanas  em relacao a Sida.                                                                                                                                                                   
1862,Gorongosa,Mozambique,CHAMO ME TIAGO FERNANDO AQUI EM GRONGOSA EM BANGORANGOMA AS RESPOSTA E MARARIA. I ABRASSO TODOS OS ROCOTOL DA E.R.G.?                                                                                                                                          
1863,Gorongosa,Mozambique,e  leceio amalaria . por que mata durante 24 hora .timoteo tobiasse em murombodzi.                                                                                                                                                                             
1864,Gorongosa,Mozambique,Esmael e gabriel receamos malaria porque mata 24h                                                                                                                                                                                                              
1865,Gorongosa,Mozambique,Esmael. receio malaria porq mata a menos das 24h                                                                                                                                                                                                               
1866,Gorongosa,Mozambique,Esmael. Receio Malaria Porq Mata A Menos Das 24h                                                                                                                                                                                                               
1867,Gorongosa,Mozambique,Gabriel malaria Porque Mata Ax 24hor                                                                                                                                                                                                                           
1868,Gorongosa,Mozambique,Luisa Valito Reseio a malaria prk pdem mantr em fransao segund.                                                                                                                                                                                                
1869,Gorongosa,Mozambique,MALARIA.MARCOS ZEREMANE MAIROSSE.MAPOMBUE                                                                                                                                                                                                                      
1870,Gorongosa,Mozambique,PAULINO ARAUJO RECEIO MALARIA PORQ MATA MAIS RAPIDO.                                                                                                                                                                                                           
1871,Gorongosa,Mozambique,RECEIO  MALARIA E UMA DOENCA CAUSADA PELA PICADA DE MOSQUITO E MANTA DIREPENTE SR JONA MATEUS                                                                                                                                                                  
1872,Gorongosa,Mozambique,Receio  malaria porq mata rapidamente.  aqui sra t                                                                                                                                                                                                             
1873,Gorongosa,Mozambique,Receio  malariaporque mata a qualquer hora.Marcos Zeremane Mairosse. Mapombue.                                                                                                                                                                                 
1874,Gorongosa,Mozambique,Receio malaria pork a maioria d mortes existente no mundo sao vitimas d malaria. Gervasio rogerio  tsuassicana.                                                                                                                                                
1875,Gorongosa,Mozambique,Receio malaria pork mata derepente                                                                                                                                                                                                                             
1876,Gorongosa,Mozambique,receio malaria porque malaxèm pouco tempo.dona Amelia.canda.                                                                                                                                                                                                   
1877,Gorongosa,Mozambique,Receio malaria porque mata derepente mouzinho bairo  madibe                                                                                                                                                                                                    
1878,Gorongosa,Mozambique,Receio Malaria porque Nâo cústar matar. Sandra                                                                                                                                                                                                                 
1879,Gorongosa,Mozambique,RECEIO MALARIA PRQI ELA MATA RAPIDAMENTE.Sr CABIDO JAIME AMADE D TSUASSICANA                                                                                                                                                                                   
1880,Gorongosa,Mozambique,Receio malaria. pork e uma doeca qui tem cura mais mata em segundo. Assinate Damiao. mapombue                                                                                                                                                                  
1881,Gorongosa,Mozambique,Receio Maláriaporque os seus sintomas são fortes mata em menos de 24hrs e nao tem nada á ver com a idade numa família.                                                                                                                                         
1882,Gorongosa,Mozambique,Receio Maláriaporque os seus sintomas são fortes mata em menos de 24hrs e nao tem nada á ver com a idade numa família.sou Salvador Elias Sousabairro Mapómbue unidad A.                                                                                        
1883,Gorongosa,Mozambique,RECEIO MARALIA PORQUE MATA NA HORA joaquim apartir nhamissongora.                                                                                                                                                                                              
1884,Gorongosa,Mozambique,Receio: malaria porque Nâo cústar matar. Samuel                                                                                                                                                                                                                
1885,Gorongosa,Mozambique,RECEIO.MALARIA PORQUE MATA MAIS RAPIDO AS SINTOMA SAO MAIS ELEVADO.PAULINO ARAUJO.                                                                                                                                                                             
1886,Gorongosa,Mozambique,RECEO MALARIA PRQUI ELA MATA RAPIDAMENTE.Sr CABIDO JAIME AMADE APARTIR D TSUASSICANA.                                                                                                                                                                          
1887,Gorongosa,Mozambique,Recio malaria porque mata em fracao segudo filipe esto n mercado                                                                                                                                                                                               
