,RStation,Country,SMS
2216,Gorongosa,Mozambique,Nao deve casa . Ai quem deve casar é a propria mae para sustentar essas crianÇas. Agora vejamos  e se essas crianÇas tivesse 5 anos quem devia casar. MARTA.                                                                                                   
2217,Gorongosa,Mozambique,BOA TARD AKI CANDIDO RAFAEL A MINHA RESPOSTA E  ELA NAO DEVE CASAR PORK CASANDO NAO VAI CONTINUANDO COM SEUS ESTUDOS PORK UM DIA DEUS IRA NHE DAR SORT D                                                                                                       
2218,Gorongosa,Mozambique,"nao deve casar, mas sim dve abracar a escola, pois a xcola lhe dara melhor futuro. paulo judas.                                                                                                                                                                "
2219,Gorongosa,Mozambique,A ASNADA DVE CASAR SALVA S HAVER UM PATROCINADOR PRK A PBREZA DÂ DXTINO INEXPERAVEL.HUMBERTO D CRITO REI                                                                                                                                                       
2220,Gorongosa,Mozambique,NAO DEVE CASAL CONTINUA SEMPLE AESTUDAL DEUS TI LEMCOPECALAM.SOU MATEUS APALTIL EM CUDZO.                                                                                                                                                                      
2221,Gorongosa,Mozambique,Nao deve pense a escola depois podes casar soqui estou a pedir uma musica de liloca ta doce sou eu elias tome matucudur                                                                                                                                        
2222,Gorongosa,Mozambique,NAO  DEVE  CASAR  PURQUE  AVIDA  DELA  TORNA_RA  MAIS  DIFICEL  SOU  EU  ZACARIAS                                                                                                                                                                              
2223,Gorongosa,Mozambique,nao.deve.casar....massamba                                                                                                                                                                                                                                     
2224,Gorongosa,Mozambique,NAO  DEVE CASAR PORQUE OS LARES NAO SAU TODOS FERIZ.DEVE COTINUAR ESTUDAR.INES MAGARA                                                                                                                                                                          
2225,Gorongosa,Mozambique,Nao Deve Casar Pork A Idade E Inferior E O Pretendente Nao Se Escolhe Pod Calhar Com Um Marido K Nao Ajuda  E Melhor Estudar .Prof Nhama Oscar Bangorangoma                                                                                                    
2226,Gorongosa,Mozambique,"WILSON, aluno da 4a . Nao deve casar, deve continuar cm os estudo, porque estudar e futuro melhor.                                                                                                                                                             "
2227,Gorongosa,Mozambique,A MENINA NAÕ PODE-SER CAZADA AINDA TEM MAI AFAZER NO FUTURO. SO EU COREGA DERA JOHANE HENRIQUE S JOAÔ?                                                                                                                                                         
2228,Gorongosa,Mozambique,"Ela não pode casar,porque a escola é unico caminho para acabar com a pobreza.pedro gimo,gravata maríngue.                                                                                                                                                      "
2229,Gorongosa,Mozambique,"Nao deve casar,  porqe casar com menor d idade è crime è com estudo q serà possivel ajudar a familia.ABEL Tomas Binze                                                                                                                                          "
2230,Gorongosa,Mozambique,"N DEV CASAR.VAI AUMENTAR A POBRESA,QUEREMOS FUTUROS  SENTISTAS,AK EM MOZ .DELCIO EM CHITUNGA.                                                                                                                                                                  "
2231,Gorongosa,Mozambique,"NAO CASAMENTO NAO AJUDA QUANDO A ISSO DEVE ESTUDAR AMAE TEM MEDO D MORER SEM COMER MABATIRO MAS ,NAO DEVE. SPEED                                                                                                                                               "
2232,Gorongosa,Mozambique,NAO PODE SER CASAR SO COMUNUAL ESTUDAR                                                                                                                                                                                                                         
2233,Gorongosa,Mozambique,n deve csar pork ela a idad e menr ela dve cntinuar xtudr pork n tudo oq promete homem sempre fará e o arrepndimnto vem dpois pa a mae eu EL da Graça $matucudur$                                                                                              
2234,Gorongosa,Mozambique,"Nao deve casar, porque a mae nao pode obrigar a filha a se casar, ela deveria obrigar a filha a estudar porque estudar é o unico remedio de acabar com a pobreza. Sidônia Caronga-Matucudur.                                                                   "
2235,Gorongosa,Mozambique,Nao deve casar deus abensoe nela.                                                                                                                                                                                                                              
2236,Gorongosa,Mozambique,"A mae deve ser uma empreendedora mandar casar nao é uma solucao, é melhor dexar a menina estudar e procurar homem do seu coracao ,a menina nao é culpada pela desgraca frederico                                                                               "
2237,Gorongosa,Mozambique,N dve csar enquanto houver a vida a xperanca.sergio prof.tsikir.                                                                                                                                                                                               
2238,Gorongosa,Mozambique,Nao deve casar continue com a escola                                                                                                                                                                                                                           
2239,Gorongosa,Mozambique,a soltucao que ginada deve facer  e nao ouvir amae pra que nao si casa agora  so depois d concluiu  a sua formacao tomane antonio funcionario d eduardo mondlane                                                                                               
2240,Gorongosa,Mozambique,nao deve casar ela deve estudar.prof.jk em dassa                                                                                                                                                                                                               
2241,Gorongosa,Mozambique,"nao deve csar agora porque continuando a estudar no futuro tera mais do que a mae precisa agora, abaixa casamento prematuro.Victoria Ticha aluna da E.S.C.REI  10 CLASSE.                                                                                      "
2242,Gorongosa,Mozambique,nao.deue.casar                                                                                                                                                                                                                                                 
2243,Gorongosa,Mozambique,Nao pd casar lhe dexe que prepare a vida dela.ak samuel domingos chota.                                                                                                                                                                                        
2244,Gorongosa,Mozambique,"NAO DEVES CASAR? PORQUE A ESCOLA E MUITO IMPORTANTE ,AMANHA TERA FUTURO MELHOR . CELIO  MARCHEIRA .ZONA  NHAMISONGORA ALDEIA                                                                                                                                   "
2245,Gorongosa,Mozambique,Nao pd casar lhe dexe que prepare a vida dela.ak samuel domingos chota.                                                                                                                                                                                        
2246,Gorongosa,Mozambique,Nao deve casar porque se casa com essa idade amanha ela vai emcontrar um homem da sua vida e tara problema nesse lar. Deve estudar porq é o seu futuro. Jota jota.                                                                                             
2247,Gorongosa,Mozambique,"Mestre jeremias em tsussicana,-Nao deve casar poìs com todo o sacrificio e com a graca de Deus seräo uma familia bem a abensoada e desenvolda e o DeuS ta a olha delas a todo o sacrifìcio pois dia-A- dia.                                                    "
2248,Gorongosa,Mozambique,ok ja pecebe naô a menina deve estuda pork a idade é menor.  baptista tsuassicana                                                                                                                                                                              
2249,Gorongosa,Mozambique,"Teresa, aluna da 9a E. Nao deve casar, deve continuar cm os estudo, a mae deve recorrer a ACCAO SOCIAL                                                                                                                                                         "
2250,Gorongosa,Mozambique,Mateus Victorino nao deve casal cotinua seple estudar pala ver o futuro.                                                                                                                                                                                       
2251,Gorongosa,Mozambique,NAO DEVE CASAR. PORQUE ELA TEM UM FUTURO K PODER AJUDAR A ELA E ASUA FAMILIA.                                                                                                                                                                                  
2252,Gorongosa,Mozambique,BOLINGO D.MBANZE.NAO DEVE CASAR.VAI AUMENTAR A POBRESA .                                                                                                                                                                                                       
2253,Gorongosa,Mozambique,n deve casar porq a escola e a base da sua vida porq correr n e chegar amanha ela a sua vida mudara e a mae ira adorar mais q o passado ela tem q cntinuar xtudar eu EL da Graça matucudur                                                                     
2254,Gorongosa,Mozambique,"ELA DEVE CONTINUAR A ESTUDAR, NAO DEVE E CASA ELA AMANHA PODE AJUDAR A FAMILHA. Eugenia jose                                                                                                                                                                   "
2255,Gorongosa,Mozambique,"NAO DEVE CASAR, PORQUE TEM ESTUDAR PARA O FUTURO,                                                                                                                                                                                                              "
2256,Gorongosa,Mozambique,Nao.porque ela se conseguir terminar xtdr e trabalhar sera melhor futura pra ela juntamente com a mae.boa tard JULIO MUIANGA NA VILA D GORONGOSA.                                                                                                              
2257,Gorongosa,Mozambique,Nao Deve Casa Deve Estudar Mesa Ernesto Bajaj Matucudur.                                                                                                                                                                                                       
2258,Gorongosa,Mozambique,"Nada pod casar,visto que o gero nunca vai sustentar ate a vida da familia,ela dv esudar para preparar o seu futuro melhor fredy                                                                                                                                "
2259,Gorongosa,Mozambique,"Inok-cudzo,nao deve casar pk vai aumentar a sua desgraca,nao é sempre k os casado tem uma vida feliz.                                                                                                                                                          "
2260,Gorongosa,Mozambique,Sou o Director da escola Quembo. A aluna nunca deVe casar. A escola vai ajudar. Contacte nos. Por favor                                                                                                                                                        
2261,Gorongosa,Mozambique,Colega Nao Pode Ser Casado So A Mae Nome Abudala Canda                                                                                                                                                                                                         
2262,Gorongosa,Mozambique,"""Nao deve casar. Uma pequena ajuda,vai fazer com k ela termine a 10 pelo menos e se forme pra  qualquer coisa,dai a mae tera a ajuda eterna,ja k ela tera cada mes um salario.                                                                                 "
2263,Gorongosa,Mozambique,Nao devem casar devem  continuar a estudar DEUS ABENSOA NELA DOMINGOS AUGUSTO FRANCISCO                                                                                                                                                                        
2264,Gorongosa,Mozambique,Nao devem casar devem  continuar a estudar DEUS ABENSOA NELA                                                                                                                                                                                                   
2265,Gorongosa,Mozambique,MERCERINA ZECA TORSIDA NAO DEVE CASAR DEVE ESTDAR PARA UM FUTURO  PARA AMANHA  PORQUE RALE D AGORA NAO TEM GARNTIA                                                                                                                                             
2266,Gorongosa,Mozambique,n pode casar a colega aginada=sou lucas manuel aluno da 1classe EPC NHAMBONDO.                                                                                                                                                                                 
2267,Gorongosa,Mozambique,"nao da pra aceitar,casamento prematuro fora.bingala preta                                                                                                                                                                                                      "
2268,Gorongosa,Mozambique,Vino cambota mapombue nao deve casar quando casar pode encontrar marido vingador e aumenta soflimento.                                                                                                                                                         
2269,Gorongosa,Mozambique,Ela nao deve casar nao é a solucäo dve estudar aqui helton jogador d mapombue                                                                                                                                                                                  
2270,Gorongosa,Mozambique,Mesa Erensto Matcudur Nao Pode Casar Deve Estudar                                                                                                                                                                                                              
2271,Gorongosa,Mozambique,"A colega nao deve casar ,deve estudar para lutar contra a pobreza. sou Ruminha Manuel Aleixo aluna da escola cristo rei                                                                                                                                        "
2272,Gorongosa,Mozambique,A jinada nao deve casal sedo ela deve continuar na escola pra construir o bem futuro. Sou eu Manthando de muera.                                                                                                                                               
2273,Gorongosa,Mozambique,ELA NAO DEVE CASAR PORQUI A IDADE E MENOR DEVE CONTINUAL COM OS ESTUDOS DEUS AMANHA VAI LHE BENSOAL ESCRITA PELA MONICA JOAO                                                                                                                                   
2274,Gorongosa,Mozambique,eu repodio q ela seja casada agora sem que ela conclua o seu nivel tomane antonio funcionario d eduaro mondlane                                                                                                                                                
2275,Gorongosa,Mozambique,isaquel dias em mapombue nao deve casar com desa seis ano mais sim deve estudar para ter futuro da manha                                                                                                                                                       
2276,Gorongosa,Mozambique,EU RINDA JACINTO NAO DEVE CASAR DEVE ESUDAR PORQUE NAO AJUDA SOU ARUNA EPC D COREJO NAVA JERUZAREM                                                                                                                                                             
2277,Gorongosa,Mozambique,A MENINA NAO PODE CASAR DEVE CONTINUAR COM OS ESTUDOS AJUDARA A FAMILIA NO FUTURO.E.3 de FEVEREIRO.MARIA DO CEU.                                                                                                                                               
2278,Gorongosa,Mozambique,A jinada nao deve casal sedo ela deve continuar na escola pra construir o bem futuro. Sou eu Manthando de muera.                                                                                                                                               
2279,Gorongosa,Mozambique,A ginada deve estudar porq contiando com os estudos qualquer emprego vai ter um bem estar deixando a familia seguro e dai pode casar  velario paulo ando na nona classe e.s.e.m anexa de canda                                                                 
2280,Gorongosa,Mozambique,NAO DEVE CASAR PORQUE NEM TODOS MARIDO AJUDAM A FAMILIA DA MULHER. DE TIAGO JOSÈ F.GRAVATA MANGARA.                                                                                                                                                            
2281,Gorongosa,Mozambique,nao deve casar.gomes em dassa                                                                                                                                                                                                                                  
2282,Gorongosa,Mozambique,Sou Vachamuteco de força especiais  COMANDO.NAO PODE OFICHAL ELA CRIANCA.                                                                                                                                                                                      
2283,Gorongosa,Mozambique,NAO DEVE CASAR E MELHOR ESTUDAR AJUDARA A FAMILIA NO FUTURO AQUI AUGUSTO JULIO FORCAS ESPECIAIS COMANDOS                                                                                                                                                       
2284,Gorongosa,Mozambique,"Não deve casar, continue com o estudos. A mãe deve ir pedir ajuda ao governo. Mwana wa mulungu-MTD                                                                                                                                                             "
2285,Gorongosa,Mozambique,A colega deve estudar .para lutar contra a pobreza.sou aluna da escola cristo rei                                                                                                                                                                              
2286,Gorongosa,Mozambique,Zondane Mapombue nao deve casar sedo porque nao sisabe futuro da flente.                                                                                                                                                                                       
2287,Gorongosa,Mozambique,nao deve casar agora porque ela ainda esta a estudar so dpois d concluir o seu nivel tomane antonio eduardo mndlane                                                                                                                                            
2288,Gorongosa,Mozambique,A AGINADA NAO PODE CASAR COM 16 PODE CONTINUAR COM OS ESTUDOS PARA AJUDAR A FAMILIA NO FUTURO.ALUNA DA E.S.ED.M.INES ZEFERINO.                                                                                                                                 
2289,Gorongosa,Mozambique,EU MARCELINA  ZECA NAO DEVE CASAR PORQUE CASAR SEDO NAO RESORVE NADA DEVE CONTINUAR COM OS ESTUDO                                                                                                                                                              
2290,Gorongosa,Mozambique,"Recebeu uma mensagem do 867896571 nao deve ser casada,mas a mae deve. Obrigado                                                                                                                                                                                 "
2291,Gorongosa,Mozambique,strong nao deve casar favor mae da menina nao pode casar nao si a repende depos porque estes hemem de gora nao estao bem.                                                                                                                                      
2292,Gorongosa,Mozambique,Nao Deve Casar Pork A Idade E Inferior E O Pretendente Nao Se Escolhe Pod Calhar Com Um Marido K Nao Ajuda  E Melhor Estudar                                                                                                                                   
2293,Gorongosa,Mozambique,dve casar s ela gxtou d pretndent e s o pretndent for um funcionario melhor ainda apzar da opcao n se integralment precisa a pbreza faz bm k uma pssoa tnha um dxtino inexperad e s tver um patronato k a pssa ajudar e bm k ela n case.sou eu humberto benjami
2294,Gorongosa,Mozambique,Nao  Deve casar é  so continuar com estudos.tipezene                                                                                                                                                                                                           
2295,Gorongosa,Mozambique,A Ginada nao deve se casar  porq temq estudar para oproximo vera um emprego para q sustentara a familia marcos felix internato da epc 25 d setembro canda                                                                                                      
2296,Gorongosa,Mozambique,Discordo com a opiniao da mae pois ela deve continuar com os estudos                                                                                                                                                                                           
2297,Gorongosa,Mozambique,"""Nao deve cazar. e continura com estudo aq zuma d forca especial d comados.                                                                                                                                                                                    "
2298,Gorongosa,Mozambique,Nao deve casar porque a idade ainda.                                                                                                                                                                                                                           
2299,Gorongosa,Mozambique,"Nào deve casar porque ainda e mais mioda, i chegara a ves de se casar ajudar toda a familha d nome luis.                                                                                                                                                       "
2300,Gorongosa,Mozambique,"viva os estudo,nao nao nao deve casar.prof.joao carlos em dassa                                                                                                                                                                                                "
2301,Gorongosa,Mozambique,AGINADA NAO DEVE CASAR MAS SIM A MAÉ DEVE CASAR PARA SUSTÉNTAR SÉUS FILHOS                                                                                                                                                                                     
2302,Gorongosa,Mozambique,"AMENINA NAO PODE CASAR .PORQUE ELA QUE UAI AJUDAR.A  MAIS NOVA,AMANHA.SALMO ELIASE DE NHAMBONDO?                                                                                                                                                               "
2303,Gorongosa,Mozambique,Nao deve casar.  porqe nem sempre os maridos ajudam a familia da menina mas com estudo terà um futuro melhor.ABEL TOMAS BINZE.                                                                                                                                 
2304,Gorongosa,Mozambique,A MENINA NAO PODE CASAR DEVE CONTINUAR COM OS ESTUDOS PARA AJUDAR A FAMILIA NO FUTURO.MAEZINHA ZEFERINO                                                                                                                                                        
2305,Gorongosa,Mozambique,Nao pode casar aida em criacao deve estudar mais    zacarias                                                                                                                                                                                                   
2306,Gorongosa,Mozambique,A educacao na vida e como raizes duma arvore frondoza k kuand n dsenvolve bem compromete a estrutura d arvore.n dve casar.lucas manuel tenesse_nhambondn                                                                                                       
2307,Gorongosa,Mozambique,A COREGA JINADA NAÕ-SE ACEITA CAZAR ANTE DE CONCRUIRI A ESTUDAR . . SO EU JOHANE HENRIQUE ALUNO.                                                                                                                                                               
2308,Gorongosa,Mozambique,"Sou modina alberto,nao deve casari deve estudari                                                                                                                                                                                                               "
2309,Gorongosa,Mozambique,"Nao deve casar mateus lucas miguel estrongomeni, conhecido por strong                                                                                                                                                                                          "
2310,Gorongosa,Mozambique,"Sou modina alberto,nao deve casari deve estudari                                                                                                                                                                                                               "
2311,Gorongosa,Mozambique,sou Bumark Nao concordo com a mae d Ajinada pork ela deve continuar com os estudos para garantir o seu futuro.                                                                                                                                                 
2312,Gorongosa,Mozambique,a menina deve estudar para ensinar os pais a ler a b c. Bussete                                                                                                                                                                                                
2313,Gorongosa,Mozambique,"Nao deve ser casada, é melhor continuar com  os estudo, porque no futuro ajudaria familia. Nem se ela ser casada  nao vai melhorar vida. Isaque                                                                                                                "
2314,Gorongosa,Mozambique,Nao Deve Casar Continur Aestudar Concord Com Esse Ideia Aument Mais Pobresa Mario Mateus Cherene                                                                                                                                                               
2315,Gorongosa,Mozambique,a menina deve estudar para ensinar os pais a ler a b c                                                                                                                                                                                                         
2316,Gorongosa,Mozambique,Eu jacinto tenho a minha filnha nao deve casar  tem 16 ano sta na nona  crase porque nao deve casar da pra estudar para eu ter um furo  ou um futuro pra era ou para os mas novo deras nest tempo eu j morim e da hi j pod casar                               
2317,Gorongosa,Mozambique,Nao Deve Casar Pode Ir avante con os estudo                                                                                                                                                                                                                    
2318,Gorongosa,Mozambique,"Nao deve ser casada, é melhor continuar com  os estudo, porque no futuro ajudaria familia. Nem se ela ser casada  nao vai melhorar vida. Isaque                                                                                                                "
2319,Gorongosa,Mozambique,nao deva casar porque azinada e uma aluna muito intelezente.porque governo de gorongosa ajuda-la para um bolso de estudo com diz esta musica a traicoa nao depede de rico nem pobre.nos gorongosiano ajudar.mateus conhecido por strong                        
2320,Gorongosa,Mozambique,O AUNA NAÕ-SÉ DEVE CAZAR ....                                                                                                                                                                                                                                  
2321,Gorongosa,Mozambique,"Sou joao karlos, nao deve casar si ela casa os pais devem entrar na cadeia                                                                                                                                                                                     "
2322,Gorongosa,Mozambique,"ela nao deve casar ,porke nao sempre k casar diminui a pobreza podera aumentar o sofrimento. Stela de jesus titos quene quembo.                                                                                                                                "
2323,Gorongosa,Mozambique,Si  casar  asituacão vai ser grave por iso deve estudar.sou eu Dança.                                                                                                                                                                                          
2324,Gorongosa,Mozambique,"Sou modina alberto,nao deve casari                                                                                                                                                                                                                             "
2325,Gorongosa,Mozambique,"A jinada, nao pode casa,porque a escola é a porta da nossa felìcidade                                                                                                                                                                                          "
2326,Gorongosa,Mozambique,Nao Deve Casar Continur Aestudar Concord Aument Mais Pobreza . Sou Isaia                                                                                                                                                                                       
2327,Gorongosa,Mozambique,"BOA TARDE. PRA ME A MENINA DEVE CONTINUAR CM OX EXTUDO, PORQUE AMANHA SERA GENTE.EU GARANTO ISSO PORQUE ONDE A VIDA A EXPERANSA.PAULINA DO INTERNATO.                                                                                                          "
2328,Gorongosa,Mozambique,"Nao deve casar pork nao tem idad,a mae estara a violar os seus direitos,a mae deve encaminha_las as entidads competentes ou entrega_las aos profssors k sinta por elas pra ajuda_las.                                                                          "
2329,Gorongosa,Mozambique,"Lucas_nhambondo(aconselho ki n deve casar porki se n,pode piorar a situacao)n pode casar.e bom continuar a estudar pedindo a deus k vai restaurar a vida deles.                                                                                                "
2330,Gorongosa,Mozambique,"A menina deve continuar a estudar pra ajudar a familia no futuro, porque si ela concordar na ideia da mae simplesmente a familia permanece na mesma ...                                                                                                        "
2331,Gorongosa,Mozambique,NAO DEVE CASAR PORQUE AINDA É MUITO MENOR TEM QUE CONTINUAR COM OS ESTUDOS...CHIRINGA                                                                                                                                                                          
2332,Gorongosa,Mozambique,nao deve casar porque ela deve estudar para no futuro ser alguem e ajudar os irmaos. Jk                                                                                                                                                                        
2333,Gorongosa,Mozambique,Sim nao  devem casar seria continuar a estudar                                                                                                                                                                                                                 
2334,Gorongosa,Mozambique,"A Ginada nao dve csar,dve optar ns estudos alegria vira.sergio prfssor tsikir.                                                                                                                                                                                 "
2335,Gorongosa,Mozambique,"Sou felix lucilo, nao deve cazari deve estudari                                                                                                                                                                                                                "
2336,Gorongosa,Mozambique,NAO DEVE CASAR. PARA PRÉPARAR FUTURÔ DÉLA                                                                                                                                                                                                                      
2337,Gorongosa,Mozambique,"Nao deve casar pork nao tem idad,a mae estara a violar os seus direitos,a mae deve encaminha_las as entidads competentes ou entrega_las aos profssors k sinta por elas pra ajuda_las.                                                                          "
2338,Gorongosa,Mozambique,"Sou felix lucilo, nao deve cazari deve estudari                                                                                                                                                                                                                "
2339,Gorongosa,Mozambique,ELA NAO DEVE CASAR SOU PODE COMTINUA ESTUDAR.                                                                                                                                                                                                                  
2340,Gorongosa,Mozambique,nao deve casar.a filha deve continuar estudar eu nao concordo com amai da azinanda                                                                                                                                                                             
2341,Gorongosa,Mozambique,"Näo, deve casar pois deve ter mais oportunidade de estudar com todo o sacrificio,mas com agraca de deus seräo uma familia bem  densenvolda.                                                                                                                    "
2342,Gorongosa,Mozambique,"nao deve casar porque ainda nao esta promta,anssim sera casamento premeturo                                                                                                                                                                                    "
2343,Gorongosa,Mozambique,Nao deve casar. Porque ela como uma boa estudante e entelegente tem muito a fazer no futuro dela. Ak santos atanásio.                                                                                                                                          
2344,Gorongosa,Mozambique,Nao pode casar. Senhora Aginada è preguicosa.                                                                                                                                                                                                                  
2345,Gorongosa,Mozambique,Sim a ginada deve cotlnuar a estudar na escola porque vai ajudar a familia no futuro.                                                                                                                                                                          
2346,Gorongosa,Mozambique,"Nao devecazari,tequi estudari                                                                                                                                                                                                                                  "
2347,Breeze,Zambia,MARRY  NO  MRS NYOZANI  MFUWE                                                                                                                                                                                                                                  
2348,Breeze,Zambia,"MARRY  NO .SIZIFUNIKA KUKWATITSA ANA ANG,ONO. Mwenda katete. Ndine mwamuna.                                                                                                                                                                                    "
2349,Breeze,Zambia,"MARRY NO! ROYCE BANDA, KATETE IBEX                                                                                                                                                                                                                             "
2350,Breeze,Zambia,Marry no ..man.the govrmet cannot refuse someones life time oppotunity                                                                                                                                                                                         
2351,Breeze,Zambia,"Marry  NO,  BOY  DAVIES NGULUBE NYIMBA.                                                                                                                                                                                                                        "
2352,Breeze,Zambia,Marry  no  female getrude                                                                                                                                                                                                                                      
2353,Breeze,Zambia,MARRY NO NDINE MKAZI                                                                                                                                                                                                                                           
2354,Breeze,Zambia,"Marry (no) mwana wamung'ono 13 yrs afunika ku school.iam victoria banda from katete,chinkhombe basic school.iam female.                                                                                                                                        "
2355,Breeze,Zambia,"Marry  no mwenya Albert Chipata town, man.                                                                                                                                                                                                                     "
2356,Breeze,Zambia,"MARRY NO,becoz early marriage has no merits but alot of demerits.TIMOTHY CHULU                                                                                                                                                                                 "
2357,Breeze,Zambia,MARRY   NO NDINE SITENJA KACHINGA LUNDAZI                                                                                                                                                                                                                      
2358,Breeze,Zambia,MARRY   NO  NDINE MWAMUNA  KUTUMILA KUNO  KU NEW  JIM  KULOWA MBANJA MWAMSANGA SIBWINO KUFUNIKA KUSILIZA SUKULU CHOYAMBA                                                                                                                                       
2359,Breeze,Zambia,MARRY NO CHILDREN NEEDS TO LEARN MARRIAGE IS FOR ELDERS MRS DAKA KATETE                                                                                                                                                                                        
2360,Breeze,Zambia,Marry  No  I'am Man James ngona kambale. B. School mwase Lundazi.                                                                                                                                                                                              
2361,Breeze,Zambia,MARRY NO IAM MRS BANDA FROM MPANDO                                                                                                                                                                                                                             
2362,Breeze,Zambia,Marry  no under .16 ndine ficklin banda masala chikungu                                                                                                                                                                                                        
2363,Breeze,Zambia,MARRY NO marriage is acalling which can be done any time.MAN                                                                                                                                                                                                   
2364,Breeze,Zambia,MARRY    NO  NDINE  ANNIE   ZEMBA.                                                                                                                                                                                                                             
2365,Breeze,Zambia,Marry  no i'm zulu Christopher                                                                                                                                                                                                                                 
2366,Breeze,Zambia,"Marry no if a girl is imatua in thinkn she can't run a home. Tinkhani male, Gondar camp hospto                                                                                                                                                                 "
2367,Breeze,Zambia,MARRY  NO I AM KANGA         OR SURF-P MALE CHIPALAMBA                                                                                                                                                                                                         
2368,Breeze,Zambia,"MARRY NO I,AM A GIRL BECOUSE WE ARE DISTROY EDUCATION FROM ALICE NGWANE KATETE IBEX .                                                                                                                                                                          "
2369,Breeze,Zambia,Marry No. b4 the age of sixteen. Am Amale Dominic Banda Chimwe_mwe.                                                                                                                                                                                            
2370,Breeze,Zambia,MARRY NO BECAUSE AKAZI AZITIKANA KALUMANDA SINDA SKY ZONE                                                                                                                                                                                                      
2371,Breeze,Zambia,MARRY   NO NDINE  MWAMUNA ZIMALETESA BVUTO POBELEKA NDIPO BANJA SIMAKHALA LOKWIMA  NDINE  EFFORD CHAMASONGWE                                                                                                                                                   
2372,Breeze,Zambia,Marry No. b4 the age of sixteen. Am Amale Dominic Banda Chimwe_mwe.                                                                                                                                                                                            
2373,Gorongosa,Mozambique,Da para cazar para  evitar  outra cossequencia             mateu RICARDO TAZARONDA                                                                                                                                                                             
2374,Gorongosa,Mozambique,Da para cazar para  evitar  outra cossequencia             mateu RICARDO TAZARONDA.                                                                                                                                                                            
2375,Gorongosa,Mozambique,Devo casar porque tempo esta ir.Amosse  apartir de nhambondo.                                                                                                                                                                                                  
2376,Gorongosa,Mozambique,NAO DEVE ESTUDAR                                                                                                                                                                                                                                               
2377,Gorongosa,Mozambique,Deve casar  para judar  mae porq  amae nao tem condicoes ate a formacao                                                                                                                                                                                        
2378,Gorongosa,Mozambique,DVE CASAR PURQUE NIMGUE VAI LHE SUSTEMTAR ATE TERMINAR OS ESTUDO                                                                                                                                                                                               
2379,Gorongosa,Mozambique,Sim pode cazar para sustentar familia                                                                                                                                                                                                                          
2380,Nam Lolwe,Kenya,YES ATIENO ODHIADHIA TEDO KATA ANBENDE ADWARO NYAKO AN AJAIGA 20NAMBANA EN. 0702715175.                                                                                                                                                                        
2381,Nkhotakota,Malawi,EYA CHIFUKWA SIONSE AMENE AMAPHUNZIRA AMALOWA TCHITO NDINE HANIFA MANDA                                                                                                                                                                                        
2382,Nkhotakota,Malawi,EYA AKWATIWE KUTI AKATHANDIZE ANZAKE.IAM ZILBAH                                                                                                                                                                                                                
2383,Nkhotakota,Malawi,EYA ZAIDI                                                                                                                                                                                                                                                      
2384,Nkhotakota,Malawi,EYA AKWATIWE.ndine bless kuntchis                                                                                                                                                                                                                              
2385,Nkhotakota,Malawi,EYA  AKWATI LE  TIKUFUNA  IFE  KUTI  TITHANDIZE  MAKOLO AKE   INE  JUMA  KWAMALASA 3                                                                                                                                                                           
2386,Nkhotakota,Malawi,"EYA AKWATIRE,INE SERGIO.                                                                                                                                                                                                                                       "
2387,Nkhotakota,Malawi,EYA  AKWATIRA                                                                                                                                                                                                                                                  
2388,Mudzi Wathu,Malawi,AYI SIBWINO KUKWATIWITSA CHIFUKWA NDI KUMUDULILA TSOGOLO MAVUTO SAKUPHA NDINE MASAWU KWAPINDA                                                                                                                                                                  
2389,Gorongosa,Mozambique,"BOa tarde ca meu nome e BOB SWEGA ,Ela deve casar e estudar .                                                                                                                                                                                                  "
2390,Gorongosa,Mozambique,Eu sou visinho dela  deve casar                                                                                                                                                                                                                                
2391,Gorongosa,Mozambique,BOA TARDE MEU NOME E FRED DOS SANTOS APARTIR DE NHAMATANDA A LUNO DE 11 CLASSE.DEVO CASAR PRA A JUDAR A MINHA FAMILIA.PRICINPAL AMINHA MAE.                                                                                                                    
2392,Breeze,Zambia,MARRY YES IAM A MAN OF PETAUKE EDWARD                                                                                                                                                                                                                          
2393,Breeze,Zambia,MARRY  YES NDINE MWAMUNA                                                                                                                                                                                                                                       
2394,Breeze,Zambia,"Marry yes  ndine mwamuna Tioneone Mathews Phiri, Cifukwa ici cingacepese imfa pa acicepele pa nthwi ya ubeleki.                                                                                                                                                "
2395,Breeze,Zambia,Marry      Yes. Because govt prevent over population.male.                                                                                                                                                                                                     
2396,Breeze,Zambia,MARRY YES BECAUSE IT IS BECOMING SO IRRITATING.JOEMBEE                                                                                                                                                                                                         
2397,Breeze,Zambia,MARRY YES MWAMUNA MFUWE BANDA                                                                                                                                                                                                                                  
2398,Breeze,Zambia,"MARRY YES ,I'M SOLOMON BANDA MWANDAFISI.                                                                                                                                                                                                                       "
2399,Breeze,Zambia,Marry yes male tabwelanso reason it can distroy our future children.                                                                                                                                                                                           
2400,Breeze,Zambia,MARRY YES NDINE MWAMUNA KUCHOKERA KUMPASALA COMMUNITY SCHOOL CHIEF CHINUNDA LAMULO LIPITILIRE CHIFUKWA AMBIRI AMAMWALIRE PANTHAWI YAUBEREKI KOMANSO AMAFUNIKIRA SCHOOL NDINE AMON PHIRI.                                                                       
